Ticket_ID,Created_Date,Resolved_Date,Support_Team,Support_Engineer,Application_Module,Issue_Category,Priority,Ticket_Status,Resolution_Days,SLA_Target_Days,SLA_Status,CSAT_Score
TKT02956,2024-03-14,,Integration Support,Tarun,Orders,Bug,critical,Open,,1,,
TKT02957,2024-12-16,,Infrastructure Support,Harish,Login,Access Issue,Medium,In Progress,,3,,
TKT02958,2024-08-14,,Integration Support,Manish,Reporting,Access Issue,HIGH,Pending Client,,2,,
TKT02959,2024-09-08,,Database Support,Rohit,Payments,Bug,Medium,Pending Client,,3,,
TKT02960,2024-10-06,2024-10-12,Infrastructure Support,Harish,Orders,Access Issue,low,closed,6.0,5,Breached,3.0
TKT02961,2024-09-17,,Database Support,Vikram,Orders,Bug,HIGH,Pending client,,2,,
TKT02962,2024-10-07,,Infrastructure Support,Naveen,API Integration,Data Issue,Critical,Open,,1,,
TKT02963,2024-12-27,,Database Support,Sandeep,Reporting,Bug,Low,Pending Client,,5,,
TKT02964,2024-08-08,2024-08-10,Integration Support,Divya,Payments,Access Issue,Medium,Resolved,2.0,3,Met,3.0
TKT02965,2024-10-03,,Integration Support,Divya,User Management,Data Issue,Low,In Progress,,5,,
TKT02966,2024-03-05,2024-03-09,Integration Support,Pooja,Login,Configuration Issue,HIGH,closed,4.0,2,Breached,
TKT02967,2024-03-12,2024-03-12,Integration Support,Tarun,API Integration,Bug,High,closed,0.0,2,Met,5.0
TKT02968,2024-06-26,,Database Support,Sandeep,Payments,Configuration Issue,Critical,Pending client,,1,,
TKT02969,2024-08-25,2024-09-01,Database Support,Sandeep,API Integration,Data Issue,low,closed,7.0,5,Breached,
TKT02970,2024-02-17,2024-02-26,Infrastructure Support,Kiran,User Management,Data Issue,low,In Progress,9.0,5,Breached,
TKT02971,2024-06-24,2024-06-25,Infrastructure Support,Naveen,User Management,Data Issue,Medium,Pending Client,1.0,3,Met,
TKT02972,2024-04-20,2024-04-21,Application Support,Sneha,Orders,Performance Issue,Medium,In Progress,1.0,3,Met,
TKT02973,2024-09-29,,Integration Support,Manish,Login ,Data Issue,HIGH,In Progress,,2,,
TKT02974,2024-05-12,2024-05-12,Infrastructure Support,Naveen,User Management,Access Issue,Critical,closed,0.0,1,Met,4.0
TKT02975,2024-07-18,2024-07-23,Database Support,Anjali,API Integration,Bug,Low,Resolved,5.0,5,Met,4.0
TKT02976,2024-12-01,,Infrastructure Support,Naveen,Login,Configuration Issue,HIGH,Pending Client,,2,,
TKT02977,2024-07-15,,Infrastructure Support,Naveen,API Integration,Configuration Issue,Critical,Open,,1,,
TKT02978,2024-09-25,2024-09-25,Application Support,Priya,Reporting,Data Issue,Critical,resolved,0.0,1,Met,
TKT02979,2024-12-13,2024-12-16,Application Support,Priya,User Management,Bug,Low,resolved,3.0,5,Met,3.0
TKT02980,2024-06-09,2024-06-09,Database Support,Rohit,Orders,Performance Issue,Medium,Closed,0.0,3,Met,
TKT02981,2024-07-16,,Infrastructure Support,Naveen,Reporting,Performance Issue,Critical,Pending Client,,1,,
TKT02982,2024-08-19,2024-08-23,Application Support,Amit,Orders,Performance Issue,Medium,resolved,4.0,3,Breached,
TKT02983,2024-02-23,,Infrastructure Support,Lakshmi,Orders,Configuration Issue,Critical,Open,,1,,
TKT02984,2024-08-11,,Application Support,Rahul,API Integration,Configuration Issue,High,Open,,2,,
TKT02985,2024-08-18,2024-08-21,Application Support,Priya,Payments,Access Issue,critical,Closed,3.0,1,Breached,2.0
TKT02986,2024-12-12,2024-12-15,Database Support,Rohit,Reporting,Configuration Issue,Medium,Pending client,3.0,3,Met,
TKT02987,2024-04-03,,Database Support,Neha,Reporting,Access Issue,Critical,In Progress,,1,,
TKT02988,2024-04-22,,Infrastructure Support,Lakshmi,User Management,Access Issue,low,Open,,5,,
TKT02989,2024-07-14,,Application Support,Amit,Login,Configuration Issue,Medium,Pending Client,,3,,
TKT02990,2024-05-23,2024-05-27,Infrastructure Support,Kiran,Reporting,Performance Issue,Low,Resolved,4.0,5,Met,3.0
TKT02991,2024-01-26,,Infrastructure Support,Lakshmi,Orders,Bug,low,Open,,5,,
TKT02992,2024-07-28,2024-07-28,Integration Support,Arjun,Orders,Data Issue,Critical,closed,0.0,1,Met,5.0
TKT02993,2024-04-14,2024-04-15,Infrastructure Support,Lakshmi,Login,Bug,HIGH,In Progress,1.0,2,Met,
TKT02994,2024-10-20,,Application Support,Amit,Orders,Data Issue,low,Pending Client,,5,,
TKT02995,2024-01-11,2024-01-13,Application Support,Karthik,Reporting,Performance Issue,HIGH,Closed,2.0,2,Met,4.0
TKT02996,2024-10-21,,Infrastructure Support,Kiran,User Management,Configuration Issue,Low,Open,,5,,
TKT02997,2024-06-04,2024-06-05,Infrastructure Support,Harish,Payments,Data Issue,HIGH,resolved,1.0,2,Met,
TKT02998,2024-08-04,2024-08-04,Infrastructure Support,Lakshmi,Login,Access Issue,Critical,Pending client,0.0,1,Met,
TKT02999,2024-04-10,,Application Support,Karthik,Login,Performance Issue,low,Pending client,,5,,
TKT03000,2024-04-30,,Infrastructure Support,Harish,Login,Access Issue,low,Pending client,,5,,
TKT03001,2024-07-29,2024-08-04,Integration Support,Divya,Reporting,Bug,Medium,Closed,6.0,3,Breached,2.0
TKT03002,2024-11-22,2024-11-27,Integration Support,Tarun,User Management,Bug,Low,Closed,5.0,5,Met,4.0
TKT03003,2024-09-22,,Integration Support,Pooja,Payments,Data Issue,Critical,In Progress,,1,,
TKT03004,2024-05-06,2024-05-06,Application Support,Priya,Payments,Configuration Issue,HIGH,closed,0.0,2,Met,3.0
TKT03005,2024-12-19,,Application Support,Amit,API Integration,Configuration Issue,HIGH,Pending client,,2,,
TKT03006,2024-01-16,,Integration Support,Manish,API Integration,Access Issue,High,Pending Client,,2,,
TKT03007,2024-01-12,2024-01-16,Infrastructure Support,Harish,Orders,Data Issue,low,In Progress,4.0,5,Met,
TKT03008,2024-02-20,2024-02-24,Integration Support,Divya,Reporting,Access Issue,Low,closed,4.0,5,Met,4.0
TKT03009,2024-02-17,2024-02-17,Integration Support,Manish,API Integration ,Bug,critical,Closed,0.0,1,Met,3.0
TKT03010,2024-11-25,2024-12-01,Infrastructure Support,Kiran,Payments,Performance Issue,Low,Resolved,6.0,5,Breached,2.0
TKT03011,2024-03-24,2024-03-27,Application Support,Amit,User Management,Access Issue,Critical,Open,3.0,1,Breached,
TKT03012,2024-11-23,,Database Support,Sandeep,Login,Bug,low,Pending client,,5,,
TKT03013,2024-02-05,,Application Support,Priya,API Integration,Performance Issue,critical,Pending client,,1,,
TKT03014,2024-12-17,2024-12-18,Integration Support,Divya,Reporting,Performance Issue,Critical,Closed,1.0,1,Met,3.0
TKT03015,2024-12-20,2024-12-20,Infrastructure Support,Kiran,Login,Bug,Critical,Closed,0.0,1,Met,5.0
TKT03016,2024-08-25,,Infrastructure Support,Meena,Login,Data Issue,critical,Pending client,,1,,
TKT03017,2024-03-05,,Integration Support,Tarun,Reporting,Data Issue,low,Pending client,,5,,
TKT03018,2024-09-27,2024-10-02,Infrastructure Support,Meena,Login,Bug,Low,In Progress,5.0,5,Met,
TKT03019,2024-11-09,,Infrastructure Support,Harish,Orders,Performance Issue,Critical,Pending Client,,1,,
TKT03020,2024-11-09,2024-11-11,Integration Support,Arjun,User Management,Performance Issue,Critical,Pending Client,2.0,1,Breached,
TKT03021,2024-08-04,2024-08-07,Integration Support,Arjun,User Management,Access Issue,HIGH,Pending Client,3.0,2,Breached,
TKT03022,2024-12-09,2024-12-13,Integration Support,Divya,Reporting ,Access Issue,HIGH,Resolved,4.0,2,Breached,1.0
TKT03023,2024-12-24,2024-12-26,Application Support,Karthik,API Integration,Bug,Critical,Pending Client,2.0,1,Breached,
TKT03024,2024-05-11,,Integration Support,Pooja,Reporting,Configuration Issue,High,Pending client,,2,,
TKT03025,2024-09-21,2024-09-23,Database Support,Vikram,User Management ,Data Issue,High,Open,2.0,2,Met,
TKT03026,2024-03-27,2024-03-27,Integration Support,Divya,API Integration,Data Issue,Medium,closed,0.0,3,Met,3.0
TKT03027,2024-05-09,2024-05-16,Integration Support,Manish,Login,Data Issue,low,closed,7.0,5,Breached,1.0
TKT03028,2024-11-02,2024-11-02,Integration Support,Divya,Login,Data Issue,HIGH,resolved,0.0,2,Met,5.0
TKT03029,2024-08-11,,Application Support,Amit,Orders,Configuration Issue,Critical,Pending Client,,1,,
TKT03030,2024-10-07,2024-10-12,Infrastructure Support,Kiran,Reporting,Access Issue,HIGH,closed,5.0,2,Breached,2.0
TKT03031,2024-03-21,2024-03-21,Application Support,Karthik,Reporting,Data Issue,Critical,Closed,0.0,1,Met,
TKT03032,2024-11-12,,Application Support,Amit,API Integration,Configuration Issue,HIGH,Open,,2,,
TKT03033,2024-05-06,2024-05-10,Application Support,Karthik,Reporting,Bug,Low,resolved,4.0,5,Met,5.0
TKT03034,2024-05-30,2024-05-30,Integration Support,Tarun,User Management,Configuration Issue,High,Open,0.0,2,Met,
TKT03035,2024-02-10,2024-02-13,Integration Support,Pooja,Orders,Configuration Issue,Medium,closed,3.0,3,Met,
TKT03036,2024-01-23,,Integration Support,Arjun,Orders,Bug,Low,Open,,5,,
TKT03037,2024-07-04,,Infrastructure Support,Lakshmi,API Integration,Performance Issue,Critical,In Progress,,1,,
TKT03038,2024-07-23,,Integration Support,Pooja,Reporting,Bug,low,Open,,5,,
TKT03039,2024-03-03,2024-03-06,Application Support,Karthik,User Management,Configuration Issue,High,Pending client,3.0,2,Breached,
TKT03040,2024-10-23,2024-10-24,Application Support,Rahul,Login,Data Issue,HIGH,Closed,1.0,2,Met,4.0
TKT03041,2024-05-08,2024-05-10,Infrastructure Support,Kiran,User Management,Performance Issue,Critical,Resolved,2.0,1,Breached,3.0
TKT03042,2024-05-05,2024-05-09,Infrastructure Support,Lakshmi,Payments,Data Issue,High,Closed,4.0,2,Breached,1.0
TKT03043,2024-11-06,2024-11-06,Application Support,Rahul,Reporting ,Bug,critical,Closed,0.0,1,Met,4.0
TKT03044,2024-06-19,2024-06-23,Database Support,Vikram,Login ,Configuration Issue,Low,resolved,4.0,5,Met,3.0
TKT03045,2024-03-17,2024-03-19,Integration Support,Arjun,Login,Bug,HIGH,resolved,2.0,2,Met,4.0
TKT03046,2024-02-15,2024-02-15,Application Support,Amit,Payments,Data Issue,critical,Resolved,0.0,1,Met,
TKT03047,2024-12-29,,Integration Support,Arjun,Reporting,Bug,HIGH,In Progress,,2,,
TKT03048,2024-01-09,2024-01-10,Integration Support,Pooja,User Management,Bug,Critical,Closed,1.0,1,Met,3.0
TKT03049,2024-12-15,2024-12-18,Application Support,Rahul,Payments,Access Issue,Low,resolved,3.0,5,Met,4.0
TKT03050,2024-09-25,2024-09-28,Database Support,Sandeep,Payments,Data Issue,High,resolved,3.0,2,Breached,1.0
TKT03051,2024-10-04,2024-10-08,Database Support,Vikram,User Management,Configuration Issue,low,resolved,4.0,5,Met,5.0
TKT03052,2024-11-29,2024-11-30,Database Support,Rohit,Reporting,Access Issue,High,Resolved,1.0,2,Met,
TKT03053,2024-10-25,2024-10-29,Database Support,Anjali,Payments,Data Issue,low,resolved,4.0,5,Met,4.0
TKT03054,2024-10-27,,Integration Support,Tarun,Reporting,Access Issue,Critical,Open,,1,,
TKT03055,2024-11-04,2024-11-04,Database Support,Anjali,Orders,Bug,Critical,resolved,0.0,1,Met,3.0
TKT03056,2024-03-12,2024-03-13,Infrastructure Support,Harish,User Management,Configuration Issue,HIGH,resolved,1.0,2,Met,3.0
TKT03057,2024-01-05,2024-01-07,Infrastructure Support,Meena,User Management,Configuration Issue,critical,Closed,2.0,1,Breached,
TKT03058,2024-09-19,2024-09-21,Infrastructure Support,Kiran,User Management,Data Issue,Medium,In Progress,2.0,3,Met,
TKT03059,2024-07-10,2024-07-11,Integration Support,Divya,Payments,Performance Issue,critical,Pending Client,1.0,1,Met,
TKT03060,2024-04-16,2024-04-17,Database Support,Vikram,User Management,Performance Issue,HIGH,Open,1.0,2,Met,
TKT03061,2024-05-03,2024-05-05,Database Support,Rohit,API Integration,Data Issue,Medium,resolved,2.0,3,Met,4.0
TKT03062,2024-11-05,2024-11-08,Integration Support,Arjun,User Management,Configuration Issue,low,resolved,3.0,5,Met,5.0
TKT03063,2024-03-01,,Integration Support,Divya,Orders,Data Issue,low,In Progress,,5,,
TKT03064,2024-07-15,,Infrastructure Support,Meena,Login,Access Issue,low,In Progress,,5,,
TKT03065,2024-06-06,2024-06-07,Infrastructure Support,Naveen,API Integration,Configuration Issue,critical,Resolved,1.0,1,Met,
TKT03066,2024-10-28,2024-10-30,Infrastructure Support,Naveen,Login,Access Issue,Low,Closed,2.0,5,Met,4.0
TKT03067,2024-01-23,2024-01-28,Infrastructure Support,Harish,Reporting,Bug,low,closed,5.0,5,Met,4.0
TKT03068,2024-02-20,2024-02-25,Infrastructure Support,Kiran,Login,Performance Issue,low,Pending Client,5.0,5,Met,
TKT03069,2024-12-09,,Infrastructure Support,Harish,Orders ,Performance Issue,low,Open,,5,,
TKT03070,2024-08-04,2024-08-06,Integration Support,Arjun,User Management,Data Issue,low,Pending client,2.0,5,Met,
TKT03071,2024-09-20,2024-09-24,Integration Support,Pooja,Payments,Access Issue,low,resolved,4.0,5,Met,4.0
TKT03072,2024-01-03,2024-01-08,Database Support,Rohit,User Management,Configuration Issue,Low,Open,5.0,5,Met,
TKT03073,2024-08-18,2024-08-22,Database Support,Vikram,User Management,Bug,low,Closed,4.0,5,Met,5.0
TKT03074,2024-03-29,,Application Support,Karthik,Orders,Configuration Issue,Critical,Pending client,,1,,
TKT03075,2024-04-17,2024-04-19,Database Support,Rohit,API Integration,Performance Issue,critical,resolved,2.0,1,Breached,3.0
TKT03076,2024-07-20,2024-07-20,Application Support,Karthik,Reporting,Performance Issue,Critical,closed,0.0,1,Met,4.0
TKT03077,2024-11-17,2024-11-18,Application Support,Priya,API Integration,Access Issue,HIGH,closed,1.0,2,Met,4.0
TKT03078,2024-07-11,2024-07-13,Application Support,Priya,Reporting,Data Issue,Critical,closed,2.0,1,Breached,
TKT03079,2024-08-12,2024-08-13,Infrastructure Support,Harish,User Management,Data Issue,HIGH,resolved,1.0,2,Met,5.0
TKT03080,2024-08-11,2024-08-11,Integration Support,Arjun,Reporting ,Performance Issue,HIGH,Pending Client,0.0,2,Met,
TKT03081,2024-11-20,2024-11-22,Application Support,Amit,API Integration,Bug,critical,closed,2.0,1,Breached,3.0
TKT03082,2024-11-23,,Integration Support,Manish,API Integration,Configuration Issue,High,Open,,2,,
TKT03083,2024-05-13,2024-05-15,Application Support,Priya,Orders,Bug,critical,resolved,2.0,1,Breached,2.0
TKT03084,2024-01-07,,Application Support,Karthik,Orders,Bug,low,Open,,5,,
TKT03085,2024-06-03,2024-06-04,Database Support,Rohit,User Management,Data Issue,Critical,Closed,1.0,1,Met,3.0
TKT03086,2024-01-01,2024-01-08,Database Support,Neha,User Management,Performance Issue,Low,Closed,7.0,5,Breached,1.0
TKT03087,2024-02-10,2024-02-11,Database Support,Sandeep,Reporting,Bug,critical,Resolved,1.0,1,Met,
TKT03088,2024-03-12,2024-03-14,Infrastructure Support,Naveen,API Integration,Performance Issue,High,closed,2.0,2,Met,5.0
TKT03089,2024-12-03,2024-12-08,Infrastructure Support,Lakshmi,Login,Configuration Issue,Low,In Progress,5.0,5,Met,
TKT03090,2024-07-27,,Application Support,Priya,Login,Access Issue,HIGH,In Progress,,2,,
TKT03091,2024-11-06,,Infrastructure Support,Lakshmi,API Integration,Configuration Issue,Critical,Open,,1,,
TKT03092,2024-10-08,,Infrastructure Support,Kiran,Payments,Configuration Issue,High,In Progress,,2,,
TKT03093,2024-01-25,2024-01-26,Database Support,Rohit,Reporting,Configuration Issue,HIGH,Open,1.0,2,Met,
TKT03094,2024-04-14,2024-04-20,Infrastructure Support,Lakshmi,Login,Bug,Medium,Resolved,6.0,3,Breached,3.0
TKT03095,2024-07-21,2024-07-24,Infrastructure Support,Harish,Payments,Performance Issue,low,Closed,3.0,5,Met,5.0
TKT03096,2024-12-16,,Application Support,Sneha,User Management,Bug,Medium,Open,,3,,
TKT03097,2024-04-14,2024-04-14,Database Support,Vikram,Orders,Data Issue,High,Open,0.0,2,Met,
TKT03098,2024-02-11,2024-02-13,Database Support,Sandeep,Login,Performance Issue,HIGH,Closed,2.0,2,Met,4.0
TKT03099,2024-05-24,2024-05-27,Infrastructure Support,Lakshmi,User Management,Bug,Critical,resolved,3.0,1,Breached,
TKT03100,2024-02-02,,Application Support,Sneha,Login,Bug,Medium,In Progress,,3,,
TKT03101,2024-01-07,,Application Support,Rahul,Orders,Data Issue,HIGH,In Progress,,2,,
TKT03102,2024-07-14,2024-07-14,Database Support,Neha,Orders,Access Issue,critical,Resolved,0.0,1,Met,5.0
TKT03103,2024-11-03,2024-11-06,Application Support,Karthik,Payments,Performance Issue,low,In Progress,3.0,5,Met,
TKT03104,2024-04-16,2024-04-18,Integration Support,Divya,Orders,Configuration Issue,High,Resolved,2.0,2,Met,3.0
TKT03105,2024-12-24,2024-12-24,Integration Support,Arjun,Reporting,Performance Issue,High,closed,0.0,2,Met,3.0
TKT03106,2024-10-22,2024-10-25,Integration Support,Tarun,Login,Data Issue,High,closed,3.0,2,Breached,1.0
TKT03107,2024-05-07,,Application Support,Rahul,User Management,Bug,High,Pending client,,2,,
TKT03108,2024-03-09,2024-03-09,Database Support,Rohit,Reporting,Data Issue,Low,Open,0.0,5,Met,
TKT03109,2024-03-12,2024-03-12,Database Support,Sandeep,User Management,Bug,High,Closed,0.0,2,Met,5.0
TKT03110,2024-04-17,,Infrastructure Support,Kiran,Login,Performance Issue,Critical,In Progress,,1,,
TKT03111,2024-09-11,2024-09-16,Integration Support,Pooja,API Integration,Access Issue,Low,resolved,5.0,5,Met,
TKT03112,2024-09-01,,Infrastructure Support,Kiran,API Integration,Performance Issue,HIGH,Pending client,,2,,
TKT03113,2024-08-07,2024-08-10,Integration Support,Tarun,Orders,Bug,low,In Progress,3.0,5,Met,
TKT03114,2024-11-10,,Database Support,Neha,Login,Bug,low,In Progress,,5,,
TKT03115,2024-02-02,2024-02-02,Integration Support,Manish,Payments,Bug,critical,resolved,0.0,1,Met,
TKT03116,2024-09-17,2024-09-18,Database Support,Anjali,Reporting,Data Issue,Critical,Open,1.0,1,Met,
TKT03117,2024-04-15,2024-04-17,Application Support,Karthik,User Management,Data Issue,Low,Resolved,2.0,5,Met,
TKT03118,2024-05-23,2024-05-29,Application Support,Rahul,Orders,Configuration Issue,Low,In Progress,6.0,5,Breached,
TKT03119,2024-06-29,,Integration Support,Tarun,Orders,Data Issue,Critical,In Progress,,1,,
TKT03120,2024-08-21,2024-08-23,Integration Support,Manish,Reporting,Configuration Issue,low,resolved,2.0,5,Met,3.0
TKT03121,2024-08-16,2024-08-16,Database Support,Neha,User Management,Data Issue,Medium,Pending Client,0.0,3,Met,
TKT03122,2024-05-28,2024-05-29,Database Support,Neha,API Integration,Performance Issue,Low,Pending client,1.0,5,Met,
TKT03123,2024-03-25,2024-03-31,Integration Support,Pooja,Orders,Performance Issue,Low,Resolved,6.0,5,Breached,2.0
TKT03124,2024-12-13,,Infrastructure Support,Lakshmi,Orders,Access Issue,HIGH,Pending client,,2,,
TKT03125,2024-10-22,2024-10-28,Database Support,Sandeep,Orders,Access Issue,Low,Resolved,6.0,5,Breached,1.0
TKT03126,2024-05-03,,Database Support,Vikram,Login,Configuration Issue,HIGH,In Progress,,2,,
TKT03127,2024-08-12,2024-08-12,Application Support,Karthik,Orders,Data Issue,HIGH,Closed,0.0,2,Met,3.0
TKT03128,2024-01-06,2024-01-08,Integration Support,Tarun,Orders,Access Issue,Medium,Closed,2.0,3,Met,
TKT03129,2024-09-30,,Application Support,Priya,Payments,Data Issue,low,Pending client,,5,,
TKT03130,2024-02-12,2024-02-16,Database Support,Anjali,User Management,Performance Issue,Low,Resolved,4.0,5,Met,3.0
TKT03131,2024-06-06,2024-06-06,Integration Support,Manish,API Integration,Access Issue,High,In Progress,0.0,2,Met,
TKT03132,2024-07-19,,Application Support,Rahul,User Management,Access Issue,low,Open,,5,,
TKT03133,2024-07-05,,Application Support,Rahul,Orders,Performance Issue,High,Pending Client,,2,,
TKT03134,2024-07-16,2024-07-18,Database Support,Neha,API Integration,Configuration Issue,HIGH,Closed,2.0,2,Met,3.0
TKT03135,2024-11-20,2024-11-20,Application Support,Priya,Payments,Access Issue,critical,Pending Client,0.0,1,Met,
TKT03136,2024-03-21,2024-03-24,Infrastructure Support,Naveen,Payments,Configuration Issue,Low,Pending Client,3.0,5,Met,
TKT03137,2024-09-06,,Application Support,Rahul,User Management,Configuration Issue,low,Open,,5,,
TKT03138,2024-10-10,2024-10-10,Database Support,Vikram,Orders,Configuration Issue,Low,closed,0.0,5,Met,
TKT03139,2024-09-27,,Application Support,Amit,User Management,Access Issue,High,In Progress,,2,,
TKT03140,2024-02-19,2024-02-22,Infrastructure Support,Harish,Payments,Access Issue,Critical,closed,3.0,1,Breached,
TKT03141,2024-07-03,2024-07-04,Integration Support,Pooja,User Management,Bug,critical,Closed,1.0,1,Met,5.0
TKT03142,2024-05-06,2024-05-09,Infrastructure Support,Kiran,API Integration,Bug,Low,resolved,3.0,5,Met,4.0
TKT03143,2024-12-01,2024-12-01,Application Support,Karthik,Payments ,Performance Issue,HIGH,closed,0.0,2,Met,
TKT03144,2024-01-29,,Infrastructure Support,Naveen,Login,Access Issue,low,Open,,5,,
TKT03145,2024-10-22,,Integration Support,Manish,API Integration,Data Issue,low,In Progress,,5,,
TKT03146,2024-01-13,2024-01-15,Database Support,Sandeep,Payments,Bug,Medium,Closed,2.0,3,Met,4.0
TKT03147,2024-12-13,2024-12-15,Integration Support,Tarun,User Management,Access Issue,High,closed,2.0,2,Met,
TKT03148,2024-01-30,2024-02-02,Integration Support,Manish,Orders,Performance Issue,Low,Open,3.0,5,Met,
TKT03149,2024-08-15,,Database Support,Vikram,Reporting,Data Issue,Low,Open,,5,,
TKT03150,2024-12-25,,Infrastructure Support,Naveen,Login,Data Issue,High,Pending client,,2,,
TKT03151,2024-06-17,2024-06-17,Infrastructure Support,Lakshmi,Orders,Data Issue,critical,Resolved,0.0,1,Met,3.0
TKT03152,2024-09-27,2024-10-01,Infrastructure Support,Meena,API Integration,Access Issue,Critical,Pending client,4.0,1,Breached,
TKT03153,2024-04-21,2024-04-23,Integration Support,Divya,API Integration,Access Issue,HIGH,Resolved,2.0,2,Met,5.0
TKT03154,2024-04-28,2024-04-30,Application Support,Karthik,Reporting,Access Issue,HIGH,Open,2.0,2,Met,
TKT03155,2024-01-07,,Database Support,Vikram,Payments,Access Issue,low,Pending Client,,5,,
TKT03156,2024-03-15,,Database Support,Sandeep,Login,Configuration Issue,Critical,Open,,1,,
TKT03157,2024-08-09,2024-08-11,Infrastructure Support,Lakshmi,Login,Bug,critical,In Progress,2.0,1,Breached,
TKT03158,2024-05-23,2024-05-25,Infrastructure Support,Harish,Reporting,Data Issue,HIGH,Resolved,2.0,2,Met,
TKT03159,2024-04-26,,Infrastructure Support,Harish,Reporting,Configuration Issue,Low,Pending client,,5,,
TKT03160,2024-08-11,2024-08-15,Integration Support,Tarun,Reporting,Bug,High,Pending Client,4.0,2,Breached,
TKT03161,2024-10-03,,Integration Support,Pooja,Login,Performance Issue,low,Pending client,,5,,
TKT03162,2024-01-17,2024-01-17,Database Support,Neha,API Integration,Configuration Issue,HIGH,closed,0.0,2,Met,4.0
TKT03163,2024-03-23,,Integration Support,Arjun,Orders,Access Issue,low,Pending client,,5,,
TKT03164,2024-10-25,2024-10-31,Application Support,Karthik,User Management,Bug,low,Open,6.0,5,Breached,
TKT03165,2024-12-02,2024-12-02,Infrastructure Support,Naveen,Payments,Performance Issue,Critical,closed,0.0,1,Met,3.0
TKT03166,2024-09-17,,Integration Support,Divya,API Integration,Data Issue,High,In Progress,,2,,
TKT03167,2024-12-17,,Application Support,Sneha,API Integration,Bug,critical,Pending Client,,1,,
TKT03168,2024-07-22,2024-07-30,Database Support,Anjali,API Integration,Performance Issue,Low,Pending Client,8.0,5,Breached,
TKT03169,2024-06-28,,Database Support,Anjali,Login,Data Issue,High,In Progress,,2,,
TKT03170,2024-08-05,2024-08-05,Integration Support,Manish,User Management,Bug,Medium,Open,0.0,3,Met,
TKT03171,2024-10-01,2024-10-02,Infrastructure Support,Lakshmi,User Management,Performance Issue,Medium,Closed,1.0,3,Met,5.0
TKT03172,2024-11-02,2024-11-05,Database Support,Vikram,Login,Bug,Medium,In Progress,3.0,3,Met,
TKT03173,2024-11-08,2024-11-12,Application Support,Rahul,API Integration,Bug,low,closed,4.0,5,Met,5.0
TKT03174,2024-02-04,2024-02-04,Database Support,Neha,Reporting,Data Issue,HIGH,Pending Client,0.0,2,Met,
TKT03175,2024-12-24,2024-12-30,Infrastructure Support,Harish,Login,Data Issue,low,Resolved,6.0,5,Breached,3.0
TKT03176,2024-03-07,2024-03-10,Database Support,Sandeep,User Management,Configuration Issue,HIGH,resolved,3.0,2,Breached,
TKT03177,2024-06-16,2024-06-18,Database Support,Anjali,Orders,Access Issue,Medium,closed,2.0,3,Met,4.0
TKT03178,2024-12-17,2024-12-18,Infrastructure Support,Naveen,Reporting,Configuration Issue,critical,Pending Client,1.0,1,Met,
TKT03179,2024-05-05,2024-05-05,Infrastructure Support,Lakshmi,User Management,Performance Issue,High,resolved,0.0,2,Met,5.0
TKT03180,2024-09-30,2024-10-03,Infrastructure Support,Kiran,Payments,Access Issue,low,closed,3.0,5,Met,4.0
TKT03181,2024-05-30,2024-06-01,Database Support,Vikram,Login,Access Issue,Medium,Closed,2.0,3,Met,3.0
TKT03182,2024-03-24,2024-03-26,Infrastructure Support,Harish,Orders,Performance Issue,low,Pending Client,2.0,5,Met,
TKT03183,2024-04-05,2024-04-10,Application Support,Priya,Reporting,Bug,Low,resolved,5.0,5,Met,3.0
TKT03184,2024-06-17,2024-06-17,Application Support,Priya,Payments,Bug,Critical,In Progress,0.0,1,Met,
TKT03185,2024-11-18,,Integration Support,Manish,Login,Bug,Low,Pending client,,5,,
TKT03186,2024-08-28,2024-09-02,Integration Support,Arjun,User Management,Configuration Issue,low,resolved,5.0,5,Met,5.0
TKT03187,2024-12-29,2024-12-30,Application Support,Priya,Login,Bug,critical,Pending client,1.0,1,Met,
TKT03188,2024-10-29,2024-11-01,Database Support,Vikram,Payments ,Configuration Issue,Low,Pending Client,3.0,5,Met,
TKT03189,2024-12-29,,Database Support,Rohit,Orders,Access Issue,Critical,In Progress,,1,,
TKT03190,2024-06-13,,Database Support,Neha,Login,Data Issue,critical,Open,,1,,
TKT03191,2024-04-29,,Application Support,Sneha,User Management,Bug,Low,In Progress,,5,,
TKT03192,2024-05-18,2024-05-18,Integration Support,Pooja,Reporting,Performance Issue,Medium,Resolved,0.0,3,Met,
TKT03193,2024-02-13,2024-02-14,Infrastructure Support,Harish,Payments,Configuration Issue,HIGH,resolved,1.0,2,Met,
TKT03194,2024-11-10,2024-11-13,Integration Support,Pooja,API Integration,Access Issue,High,closed,3.0,2,Breached,
TKT03195,2024-01-09,2024-01-09,Application Support,Karthik,Login,Bug,Medium,closed,0.0,3,Met,4.0
TKT03196,2024-01-25,,Integration Support,Divya,Reporting,Configuration Issue,HIGH,Pending client,,2,,
TKT03197,2024-10-02,2024-10-05,Application Support,Sneha,Reporting,Access Issue,low,closed,3.0,5,Met,4.0
TKT03198,2024-12-31,2024-12-31,Infrastructure Support,Lakshmi,Payments,Performance Issue,Critical,Resolved,0.0,1,Met,
TKT03199,2024-12-21,2024-12-27,Database Support,Neha,Payments,Bug,low,Open,6.0,5,Breached,
TKT03200,2024-10-17,2024-10-21,Infrastructure Support,Kiran,User Management ,Bug,low,In Progress,4.0,5,Met,
